,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,start_latlng,end_latlng,external_id
190,4917559851,Morning Ride,2021-03-09T07:44:12Z,Ride,32837.8,5158,5584,336.0,"[-22.15946, -43.290108]","[-22.158675, -43.290456]",garmin_push_6400551818
191,4900579947,Morning Ride,2021-03-06T09:45:43Z,Ride,51459.8,8936,8987,764.9,"[-22.159517, -43.290105]","[-22.159194, -43.290709]",garmin_push_6383871771
192,4893948357,Morning Ride,2021-03-05T07:49:31Z,Ride,25497.8,3745,3745,283.0,"[-22.15941, -43.290251]","[-22.159387, -43.290348]",garmin_push_6377405335
193,4877059354,Morning Ride,2021-03-02T07:55:39Z,Ride,26454.6,4663,4663,378.0,"[-22.159403, -43.28997]","[-22.159393, -43.290399]",garmin_push_6360770011
194,4852652544,Morning Ride,2021-02-26T07:39:52Z,Ride,30685.2,5530,6448,361.0,"[-22.159673, -43.289581]","[-22.159456, -43.290526]",garmin_push_6336892050
195,4846963428,Morning Ride,2021-02-25T07:43:42Z,Ride,32511.7,5020,5020,309.0,"[-22.159387, -43.290417]","[-22.159262, -43.290407]",garmin_push_6331284935
196,4835120120,Morning Ride,2021-02-23T07:50:19Z,Ride,27318.0,4762,4861,352.0,"[-22.159391, -43.290437]","[-22.159349, -43.29039]",garmin_push_6319603212
197,4829524762,Morning Ride,2021-02-22T07:48:17Z,Ride,25438.2,4149,4149,282.0,"[-22.15977, -43.289998]","[-22.15934, -43.290476]",garmin_push_6313960933
198,4775217494,Morning Ride,2021-02-12T08:13:40Z,Ride,53457.6,9605,10162,795.4,"[-22.159457, -43.290293]","[-22.159428, -43.290339]",garmin_push_6260104970
199,4764876897,Morning Ride,2021-02-10T08:07:54Z,Ride,33396.2,5983,6552,462.4,"[-22.159538, -43.290216]","[-22.159346, -43.29042]",garmin_push_6249811348
200,4759802512,Morning Ride,2021-02-09T08:06:54Z,Ride,43378.1,6510,6535,386.1,"[-22.159632, -43.290165]","[-22.159325, -43.290446]",garmin_push_6244732853
201,4699455737,Morning Ride,2021-01-29T07:20:37Z,Ride,23099.4,4819,4913,333.0,"[-22.159392, -43.290271]","[-22.159092, -43.290817]",garmin_push_6185282777
202,4689257272,Morning Ride,2021-01-27T07:36:20Z,Ride,37230.5,6792,7448,527.0,"[-22.159354, -43.290319]","[-22.159298, -43.290371]",garmin_push_6175266132
203,4667508575,Morning Ride,2021-01-23T07:59:31Z,Ride,42911.9,9190,9816,792.0,"[-22.159375, -43.29036]","[-22.159253, -43.290419]",garmin_push_6153676117
204,4651973786,Morning Ride,2021-01-20T07:20:30Z,Ride,67399.7,12926,13899,1183.0,"[-22.159362, -43.290298]","[-22.15937, -43.290435]",garmin_push_6138353022
205,4646217538,Morning Ride,2021-01-19T07:23:41Z,Ride,27332.0,4869,4889,356.0,"[-22.159361, -43.29039]","[-22.159089, -43.290552]",garmin_push_6132581812
206,4624316076,Morning Ride,2021-01-15T07:41:04Z,Ride,28207.5,4774,5317,339.0,"[-22.159356, -43.290396]","[-22.159368, -43.290404]",garmin_push_6111063771
207,4608175941,Morning Ride,2021-01-12T07:33:41Z,Ride,35048.3,5713,6044,478.0,"[-22.159241, -43.290481]","[-22.159246, -43.290705]",garmin_push_6095003254
208,4592112472,Morning Ride Muds,2021-01-09T07:31:51Z,Ride,48478.7,9297,10682,462.5,"[-22.159738, -43.290203]","[-22.159355, -43.290499]",garmin_push_6079054728
209,4586435417,Morning Little Ride,2021-01-08T07:24:54Z,Ride,22965.1,5428,6692,469.4,"[-22.159658, -43.290235]","[-22.159298, -43.290551]",garmin_push_6073345605
210,4576147168,Morning Ride,2021-01-06T07:35:42Z,Ride,31764.1,6493,7181,361.3,"[-22.159568, -43.290331]","[-22.159353, -43.290366]",garmin_push_6063117525
211,4529040182,Good Morning Ride,2020-12-28T07:25:02Z,Ride,41111.2,5917,5936,372.0,"[-22.159295, -43.290408]","[-22.159224, -43.290601]",garmin_push_6015081566
212,4520044855,Morning Ride,2020-12-26T08:48:47Z,Ride,52825.8,9471,10028,755.9,"[-22.159364, -43.290339]","[-22.159447, -43.290327]",garmin_push_6005686243
213,4504032993,Morning Ride - Abortado,2020-12-22T07:12:51Z,Ride,12187.9,1915,2310,103.0,"[-22.159394, -43.290362]","[-22.159369, -43.290386]",garmin_push_5988929417
214,4491314272,Morning Ride - Dia de perrengue,2020-12-19T07:37:20Z,Ride,31479.8,6671,9616,658.0,"[-22.159379, -43.290352]","[-22.120437, -43.417269]",garmin_push_5976026376
215,4478938313,Morning Ride,2020-12-16T07:37:52Z,Ride,20994.9,4148,4670,277.0,"[-22.159402, -43.290388]","[-22.159393, -43.290441]",garmin_push_5963238877
216,4471049446,Morning Ride,2020-12-14T07:36:15Z,Ride,33150.1,5120,5149,371.0,"[-22.159818, -43.289924]","[-22.159378, -43.290432]",garmin_push_5955099060
217,4462383322,Morning Ride,2020-12-12T06:46:04Z,Ride,61027.4,10593,14191,683.9,"[-22.159381, -43.289969]","[-22.159414, -43.290346]",garmin_push_5946272496
218,4457940785,Morning Ride,2020-12-11T07:27:21Z,Ride,27529.2,4672,5038,358.0,"[-22.159132, -43.290314]","[-22.159396, -43.290376]",garmin_push_5941646153
219,4428166928,Morning Ride - por aí...,2020-12-04T07:17:27Z,Ride,30313.1,5488,6347,381.7,"[-22.159382, -43.290275]","[-22.159251, -43.290648]",garmin_push_5911165576
220,4420911823,Morning Ride,2020-12-02T07:52:34Z,Ride,51711.0,8879,9093,767.0,"[-22.15943, -43.290332]","[-22.159345, -43.290403]",garmin_push_5903768069
221,4416268464,Morning Ride,2020-12-01T10:40:42Z,Ride,22213.5,4187,4763,310.0,"[-22.15966, -43.290974]","[-22.159081, -43.290636]",garmin_push_5899101894
222,4411655975,Morning Ride,2020-11-30T08:01:54Z,Ride,34914.4,6500,7074,426.7,"[-22.159404, -43.290287]","[-22.159407, -43.290452]",garmin_push_5894393792
223,4364477579,Morning Ride,2020-11-20T07:06:14Z,Ride,60453.0,9956,10853,754.0,"[-22.159413, -43.290366]","[-22.158963, -43.290533]",garmin_push_5848216896
224,4355321473,Morning Ride,2020-11-18T07:16:16Z,Ride,24801.0,7245,7816,838.0,"[-22.159448, -43.290171]","[-22.159262, -43.290493]",garmin_push_5839116793
225,4341620723,Morning Ride,2020-11-15T08:09:14Z,Ride,15178.4,4507,8285,441.9,"[-22.159415, -43.290391]","[-22.159343, -43.290483]",garmin_push_5825446092
226,4322117959,Morning Ride,2020-11-11T07:34:32Z,Ride,31640.9,4936,4975,404.0,"[-22.159348, -43.2904]","[-22.159298, -43.290451]",garmin_push_5806004788
227,4301342538,Morning Ride - XCO²,2020-11-07T07:31:03Z,Ride,31657.7,6601,6681,519.6,"[-22.159366, -43.29025]","[-22.159289, -43.290552]",garmin_push_5785675862
228,4271732287,Morning Ride - XCO Salutares,2020-11-01T08:02:26Z,Ride,26474.3,7686,11445,870.0,"[-22.159377, -43.29042]","[-22.159261, -43.290185]",garmin_push_5758390849
229,4262008386,Morning Ride - Globoaves,2020-10-30T07:28:48Z,Ride,45340.9,7222,7525,574.0,"[-22.159653, -43.290847]","[-22.159304, -43.290513]",garmin_push_5748170453
230,4254051075,Morning Ride +1,2020-10-28T07:10:46Z,Ride,34777.0,5651,5844,591.0,"[-22.159386, -43.290402]","[-22.159066, -43.290549]",garmin_push_5739701308
231,4249530188,Morning Ride,2020-10-27T07:11:43Z,Ride,13620.1,3849,4224,436.0,"[-22.160105, -43.290384]","[-22.15934, -43.290423]",garmin_push_5734914153
232,4237205519,Lunch Ride,2020-10-24T11:01:33Z,Ride,10047.9,1598,1598,50.9,"[-22.118534, -43.21075]","[-22.159383, -43.29041]",garmin_push_5721441396
233,4236781153,Morning Ride,2020-10-24T06:47:38Z,Ride,51417.4,9500,11800,649.9,"[-22.159405, -43.290383]","[-22.118259, -43.210615]",garmin_push_5721003146
234,4232454167,Morning Ride,2020-10-23T07:29:13Z,Ride,27296.6,4109,4211,371.0,"[-22.158941, -43.289808]","[-22.159339, -43.290412]",garmin_push_5716449623
235,4211882747,Morning Ride - XCO day,2020-10-18T08:31:36Z,Ride,32295.4,7059,9162,704.0,"[-22.160144, -43.290536]","[-22.159436, -43.291074]",garmin_push_5694769847
236,4201786946,Morning Ride,2020-10-16T07:18:33Z,Ride,14173.0,3818,3844,451.2,"[-22.159427, -43.29033]","[-22.159358, -43.290428]",garmin_push_5684461657
237,4193453929,Morning Ride,2020-10-14T07:26:48Z,Ride,35371.4,4736,4836,262.8,"[-22.159464, -43.290334]","[-22.15936, -43.290329]",garmin_push_5675796330
238,4185227318,Morning Ride - XCO do Tico,2020-10-12T07:59:55Z,Ride,26204.4,5063,7955,472.0,"[-22.15932, -43.290127]","[-22.159317, -43.290471]",garmin_push_5667169223
239,4181224316,Morning Ride,2020-10-11T08:12:11Z,Ride,22015.2,6510,9708,699.0,"[-22.160155, -43.290494]","[-22.159377, -43.290438]",garmin_push_5663048549
240,4162946036,Morning Ride +1,2020-10-07T07:20:37Z,Ride,31310.2,4713,4713,343.0,"[-22.15936, -43.290349]","[-22.159373, -43.290266]",garmin_push_5644157385
241,4150080555,Morning Ride,2020-10-04T08:54:17Z,Ride,23451.8,4341,4674,264.6,"[-22.159439, -43.290342]","[-22.159343, -43.290444]",garmin_push_5630758708
242,4145043259,Morning Ride - XCO Salutares,2020-10-03T07:29:29Z,Ride,14413.9,4468,6723,419.9,"[-22.159471, -43.290324]","[-22.159304, -43.290516]",garmin_push_5625544297
243,4141074439,Morning Ride,2020-10-02T07:14:21Z,Ride,34866.5,5756,5845,598.0,"[-22.159575, -43.29044]","[-22.158849, -43.290636]",garmin_push_5621264223
244,4132404267,Morning Ride - XCO Salutares,2020-09-30T07:11:59Z,Ride,17986.8,5379,6644,629.0,"[-22.159308, -43.290503]","[-22.15933, -43.290438]",garmin_push_5612200839
245,4123223884,Morning Ride,2020-09-28T07:38:45Z,Ride,26508.3,4122,4150,377.6,"[-22.159465, -43.290252]","[-22.159373, -43.290409]",garmin_push_5602655463
246,4114725134,Morning Ride,2020-09-26T08:14:44Z,Ride,48407.7,9959,11588,896.0,"[-22.159475, -43.290334]","[-22.159309, -43.290441]",garmin_push_5594045060
247,4105563192,Morning Ride,2020-09-24T07:23:28Z,Ride,30126.1,4260,4434,298.0,"[-22.159442, -43.290296]","[-22.15942, -43.290397]",garmin_push_5584587226
248,4101225277,Morning Ride,2020-09-23T07:30:16Z,Ride,37145.2,4849,4849,283.7,"[-22.159509, -43.290323]","[-22.15932, -43.290394]",garmin_push_5580068591
249,4082487601,Morning Ride,2020-09-19T08:13:50Z,Ride,66343.7,10573,11489,549.0,"[-22.15967, -43.290377]","[-22.159285, -43.290601]",garmin_push_5560430291
250,4072670410,Morning Ride,2020-09-17T07:30:12Z,Ride,14441.8,4055,4659,478.0,"[-22.159417, -43.290401]","[-22.159127, -43.290575]",garmin_push_5550210170
251,4062889058,Morning Ride - Clássica São Lourenço,2020-09-15T08:01:23Z,Ride,31391.1,4690,4690,323.0,"[-22.15947, -43.290347]","[-22.159361, -43.290477]",garmin_push_5540132236
252,4053786451,Morning Ride,2020-09-13T08:09:38Z,Ride,26628.9,5333,7415,343.6,"[-22.159462, -43.290341]","[-22.159387, -43.290382]",garmin_push_5530597253
253,4043673681,Morning Ride,2020-09-11T06:42:52Z,Ride,37545.3,7113,9238,799.0,"[-22.160421, -43.29073]","[-22.159328, -43.290459]",garmin_push_5520127703
254,4034375633,Morning Ride,2020-09-09T08:20:20Z,Ride,13988.9,3776,4280,466.3,"[-22.149901, -43.288603]","[-22.15933, -43.29043]",garmin_push_5510474286
255,4024937913,Morning Ride,2020-09-07T08:35:33Z,Ride,23180.3,4496,6538,230.8,"[-22.159454, -43.290446]","[-22.159277, -43.290419]",garmin_push_5500634927
256,4016654753,Morning Ride,2020-09-05T06:57:19Z,Ride,111940.0,19000,24123,1407.0,"[-22.158798, -43.289198]","[-22.159385, -43.290429]",garmin_push_5492168020
257,4009799188,Morning Ride,2020-09-04T07:55:10Z,Ride,27775.7,4341,4341,338.2,"[-22.159378, -43.290279]","[-22.159402, -43.290346]",garmin_push_5485496897
258,4000688403,Morning Ride - XCO Salutares,2020-09-02T07:50:00Z,Ride,17842.9,5428,6598,542.8,"[-22.159416, -43.290305]","[-22.15932, -43.290215]",garmin_push_5476128058
259,3982332400,Morning Ride - XCO²,2020-08-29T08:15:33Z,Ride,35756.2,8320,13161,740.0,"[-22.159374, -43.289934]","[-22.158986, -43.29052]",garmin_push_5457602379
260,3977490986,Morning Ride - Tico XCO,2020-08-28T07:57:34Z,Ride,24287.4,4667,6205,259.2,"[-22.1594, -43.290325]","[-22.159586, -43.290521]",garmin_push_5452561360
261,3935622025,Morning Ride,2020-08-19T08:00:38Z,Ride,31180.9,5005,5622,350.0,"[-22.15936, -43.290098]","[-22.15938, -43.290419]",garmin_push_5408725944
262,3921616418,Morning Ride - Cavas x Catete,2020-08-16T08:58:46Z,Ride,28628.1,5690,6337,392.9,"[-22.159398, -43.290387]","[-22.159394, -43.290373]",garmin_push_5394250978
263,3918787793,Afternoon Walk,2020-08-15T16:18:58Z,Walk,1993.4,2223,5359,153.0,"[-22.165807, -43.283651]","[-22.165776, -43.284039]",739DEFA4-B17F-47FE-A179-AD3872D88C17-activity.fit
264,3911504390,Morning Ride - XCO Tico,2020-08-14T07:38:03Z,Ride,28624.8,5903,6785,360.3,"[-22.159366, -43.290303]","[-22.159351, -43.290404]",garmin_push_5383948892
265,3902088939,Morning Ride,2020-08-12T07:55:34Z,Ride,26533.6,4053,4053,379.0,"[-22.159156, -43.290737]","[-22.159371, -43.290395]",garmin_push_5374211412
266,3892453043,Morning Ride,2020-08-10T08:09:58Z,Ride,23254.2,4860,5873,486.8,"[-22.159438, -43.290339]","[-22.159353, -43.290351]",garmin_push_5364303075
267,3883059135,Morning Ride - Mil milhas x São Lourenço,2020-08-08T08:39:13Z,Ride,59506.4,10118,10488,785.3,"[-22.159399, -43.290345]","[-22.159418, -43.290413]",garmin_push_5354624849
268,3848487497,Morning Ride Sertão + XCO Tico,2020-08-01T08:26:26Z,Ride,57860.1,9914,10566,940.0,"[-22.159258, -43.290609]","[-22.159231, -43.290448]",garmin_push_5318783377
269,3843235148,Morning Ride XCO do Tico,2020-07-31T07:52:42Z,Ride,25562.1,4945,6946,395.0,"[-22.159248, -43.290432]","[-22.158974, -43.290638]",garmin_push_5312789457
270,3832494709,Morning Ride,2020-07-29T07:51:21Z,Ride,27254.3,4285,4285,364.0,"[-22.159351, -43.290361]","[-22.159308, -43.290382]",garmin_push_5299962741
271,3822312262,Morning Ride,2020-07-24T07:49:49Z,Ride,29151.6,5861,6752,382.7,"[-22.159354, -43.290474]","[-22.15916, -43.290509]",garmin_push_5287558546
272,3800356967,Morning Ride,2020-07-22T07:55:04Z,Ride,34875.5,5752,5861,538.3,"[-22.15945, -43.290284]","[-22.159254, -43.290347]",garmin_push_5275254603
273,3781361930,Morning Ride in Mountain,2020-07-18T08:06:11Z,Ride,71051.7,13635,18767,1240.0,"[-22.159598, -43.29048]","[-22.159322, -43.290435]",garmin_push_5256173151
274,3775296332,Morning Ride - Big Line,2020-07-17T07:54:33Z,Ride,24222.2,4551,6088,569.0,"[-22.159509, -43.290278]","[-22.159399, -43.290414]",garmin_push_5250008176
275,3765677892,Morning Ride,2020-07-15T07:57:22Z,Ride,26922.0,5202,5716,322.0,"[-22.159963, -43.2908]","[-22.159282, -43.290367]",garmin_push_5240346260
276,3746179943,PDZ Morning Ride,2020-07-11T08:33:50Z,Ride,57608.5,10275,10545,1011.0,"[-22.15947, -43.290248]","[-22.159019, -43.290642]",garmin_push_5220852754
277,3740739478,PDZ Ride São Lourenço,2020-07-09T22:12:00Z,Ride,31276.4,4650,39453,319.5,"[-22.158654, -43.288403]","[-22.159416, -43.290379]",garmin_push_5215361910
278,3726474568,Morning Ride,2020-07-07T07:50:15Z,Ride,27405.5,4158,4205,377.0,"[-22.159425, -43.290347]","[-22.158943, -43.290345]",garmin_push_5200953080
279,3719596247,Morning Ride,2020-07-05T09:08:25Z,Ride,26907.3,5333,6417,490.0,"[-22.159345, -43.290324]","[-22.159274, -43.290398]",garmin_push_5194005300
280,3714161651,PDZ Ride,2020-07-04T14:36:23Z,Ride,54513.3,10383,11781,548.8,"[-22.164702, -43.288374]","[-22.159394, -43.290446]",garmin_push_5188601104
281,3697555830,Morning Ride,2020-07-01T07:55:44Z,Ride,37038.1,5136,5223,335.0,"[-22.159909, -43.290162]","[-22.159237, -43.29036]",garmin_push_5172056286
282,3680407089,Afternoon Ride,2020-06-27T14:48:20Z,Ride,41698.1,7822,8923,767.0,"[-22.159459, -43.290351]","[-22.159152, -43.29045]",garmin_push_5154653048
283,3673549401,Morning Ride,2020-06-26T07:45:31Z,Ride,24124.5,4299,6603,255.0,"[-22.159316, -43.290177]","[-22.159379, -43.290353]",garmin_push_5147670051
284,3663884199,Morning Ride,2020-06-24T07:43:57Z,Ride,26908.5,4661,4683,501.0,"[-22.159325, -43.290466]","[-22.159351, -43.290432]",garmin_push_5137968417
285,3643445732,Volta do Sertão x Maravilha,2020-06-20T08:16:44Z,Ride,52549.1,8633,8905,817.0,"[-22.159458, -43.290141]","[-22.159359, -43.290365]",garmin_push_5117911549
286,3637905232,Morning Ride,2020-06-19T07:42:41Z,Ride,27438.6,4279,4458,362.3,"[-22.159449, -43.290172]","[-22.159466, -43.290389]",garmin_push_5112468186
287,3628573744,Morning Ride,2020-06-17T07:51:59Z,Ride,24023.2,4481,5969,379.0,"[-22.159967, -43.290271]","[-22.159233, -43.290458]",garmin_push_5103175547
288,3608181730,PDZ da Embratel x Cachoeira do Amor,2020-06-13T07:45:24Z,Ride,69143.1,12911,13837,1191.0,"[-22.159385, -43.290234]","[-22.159266, -43.290434]",garmin_push_5083325763
289,3598364870,Morning Ride,2020-06-11T07:59:52Z,Ride,79877.6,12958,16058,1219.0,"[-22.159372, -43.290415]","[-22.159226, -43.290472]",garmin_push_5073578542
290,3592493821,Morning Ride,2020-06-10T07:43:02Z,Ride,22264.6,3868,4566,216.9,"[-22.159391, -43.29021]","[-22.159361, -43.2904]",garmin_push_5067727665
291,3572750507,Eucaliptos - Globoaves,2020-06-06T08:09:42Z,Ride,50329.7,8708,9530,730.0,"[-22.159387, -43.290411]","[-22.159405, -43.290338]",garmin_push_5048559890
292,3567300327,Morning Ride,2020-06-05T07:51:48Z,Ride,28116.7,5710,6223,533.0,"[-22.159299, -43.290364]","[-22.159354, -43.290439]",garmin_push_5043108303
293,3536532384,Morning Ride XCO,2020-05-30T10:08:24Z,Ride,23641.0,4735,7633,254.6,"[-22.159552, -43.29014]","[-22.159408, -43.290418]",garmin_push_5013079975
294,3530317762,XCO do Tico,2020-05-29T07:37:41Z,Ride,24602.7,4920,6909,270.7,"[-22.159383, -43.290237]","[-22.159355, -43.290389]",garmin_push_5007041292
295,3519746325,Mantendo a mente girando,2020-05-27T08:01:33Z,Ride,26239.6,4306,4328,385.0,"[-22.160533, -43.291879]","[-22.1594, -43.290439]",garmin_push_4997068539
296,3498420868,+ 1 PDZ,2020-05-23T08:16:40Z,Ride,52172.3,9029,9057,873.0,"[-22.159759, -43.290317]","[-22.159303, -43.290422]",garmin_push_4976705741
297,3493148758,Big line e um pneu furado,2020-05-22T08:14:48Z,Ride,23983.4,5188,6125,519.2,"[-22.159399, -43.290191]","[-22.159346, -43.290414]",garmin_push_4971471049
298,3482322124,Morning Ride,2020-05-20T07:57:38Z,Ride,33619.8,5890,5913,654.2,"[-22.159446, -43.290247]","[-22.159417, -43.290319]",garmin_push_4961090465
299,3460392995,+ 1 PDZ,2020-05-16T08:07:48Z,Ride,37828.4,7070,10566,763.0,"[-22.159446, -43.290619]","[-22.15933, -43.290444]",garmin_push_4940512461
300,3444268014,Levando a bike para um trato,2020-05-13T07:51:07Z,Ride,21927.5,3172,6036,170.0,"[-22.159505, -43.28977]","[-22.159025, -43.290679]",garmin_push_4925343307
301,3429970833,Tico XCO top,2020-05-10T08:24:40Z,Ride,29908.2,5660,8798,332.0,"[-22.159407, -43.290172]","[-22.159368, -43.290451]",garmin_push_4911600186
302,3424397330,Morning Ride,2020-05-09T08:26:13Z,Ride,42523.4,8240,9705,787.2,"[-22.159489, -43.290136]","[-22.159374, -43.290458]",garmin_push_4906239046
303,3407122477,Morning Ride,2020-05-06T07:37:59Z,Ride,33734.0,6018,6251,516.1,"[-22.159427, -43.290239]","[-22.15934, -43.290435]",garmin_push_4889987607
304,3392026752,PDZ no Monte Cristo x 3 Ilhas x Paiol,2020-05-03T07:34:52Z,Ride,78154.1,14945,17098,1044.0,"[-22.158914, -43.290434]","[-22.159391, -43.290409]",garmin_push_4875778666
305,3379993633,Ride in Mountain,2020-05-01T06:58:08Z,Ride,78328.9,13046,14668,1022.4,"[-22.159567, -43.289999]","[-22.159214, -43.290424]",garmin_push_4864208645
306,3370228856,Morning Ride,2020-04-29T07:42:33Z,Ride,26566.4,5144,5144,598.5,"[-22.159397, -43.290303]","[-22.159375, -43.290392]",garmin_push_4854583767
307,3363698977,Hiking ao entardecer,2020-04-27T18:26:04Z,Walk,2812.9,2311,5699,28.7,"[-22.159427, -43.290374]","[-22.159346, -43.290488]",5c330584-7b2c-4c89-91fc-803e02ea949d-activity.fit
308,3356857178,PDZ na Big Line,2020-04-26T08:44:36Z,Ride,22519.9,5810,11704,439.9,"[-22.159405, -43.290148]","[-22.118741, -43.202986]",garmin_push_4841327968
309,3340593782,Morning Ride,2020-04-23T07:10:33Z,Ride,52251.2,9139,9190,846.0,"[-22.160042, -43.290295]","[-22.159354, -43.290363]",garmin_push_4825543453
310,3335682544,+1 PDZ na Volta do Catete,2020-04-22T08:21:36Z,Ride,26900.5,5466,5710,486.0,"[-22.159421, -43.290331]","[-22.159368, -43.29039]",garmin_push_4820744062
311,3331013059,Rolezinho pelas montanhas de PS,2020-04-21T07:13:18Z,Ride,67968.0,13304,14946,1326.0,"[-22.162101, -43.287231]","[-22.159318, -43.290431]",garmin_push_4816193597
312,3316118630,Morning Ride,2020-04-18T08:11:11Z,Ride,46303.8,7455,7580,498.0,"[-22.159386, -43.290388]","[-22.159322, -43.290406]",garmin_push_4801330798
313,3311407792,Morning Ride,2020-04-17T08:09:22Z,Ride,31648.9,4896,4896,385.8,"[-22.159342, -43.290232]","[-22.159376, -43.290407]",garmin_push_4796462706
314,3302017914,Morning Ride,2020-04-15T08:18:26Z,Ride,27281.9,4502,5682,356.6,"[-22.159365, -43.290186]","[-22.159363, -43.290376]",garmin_push_4787070429
315,3280041571,São L(ama)ourenço,2020-04-10T09:41:25Z,Ride,33882.3,5992,6864,339.0,"[-22.159905, -43.290213]","[-22.159365, -43.290458]",garmin_push_4764413508
316,3275496342,PDZ no Sertão,2020-04-09T08:20:19Z,Ride,53204.5,9247,9583,912.0,"[-22.160104, -43.290478]","[-22.15935, -43.290398]",garmin_push_4759624042
317,3260144165,De rolê na Big line,2020-04-05T14:53:11Z,Ride,24640.5,5440,6751,541.0,"[-22.159494, -43.290288]","[-22.15931, -43.29042]",garmin_push_4743236262
318,3253829244,PDZ²,2020-04-04T08:20:41Z,Ride,47507.4,8798,9600,826.0,"[-22.160123, -43.290311]","[-22.159107, -43.290596]",garmin_push_4736486351
319,3242041133,Morning Ride,2020-04-01T08:50:02Z,Ride,26800.8,4635,4709,356.0,"[-22.158886, -43.290445]","[-22.159331, -43.290363]",garmin_push_4723769657
320,3228910716,Praticando saúde mental,2020-03-28T14:55:51Z,Ride,27185.8,4541,5274,371.9,"[-22.15965, -43.290189]","[-22.159407, -43.290395]",garmin_push_4708928155
321,3183381601,Afternoon Ride,2020-03-14T14:07:40Z,Ride,32432.6,5319,5626,396.0,"[-22.159341, -43.290425]","[-22.159382, -43.290385]",garmin_push_4655958793
322,3162185089,PDZ no Big Line,2020-03-07T08:13:33Z,Ride,35567.2,7631,12264,622.0,"[-22.159452, -43.290071]","[-22.159042, -43.29041]",garmin_push_4629274034
323,3137087481,+ 1 PDZ,2020-02-27T14:30:46Z,Ride,29468.5,5252,5735,371.0,"[-22.159162, -43.290222]","[-22.159383, -43.290428]",garmin_push_4597595378
324,3130742235,O PDZ não para...,2020-02-25T08:18:11Z,Ride,54375.0,8123,8143,574.0,"[-22.159328, -43.290415]","[-22.159241, -43.290469]",garmin_push_4589446171
325,3128242787,+ 1 PDZ,2020-02-24T11:12:54Z,Ride,19478.1,3783,5151,456.0,"[-22.159415, -43.290392]","[-22.159406, -43.290358]",garmin_push_4586239008
326,3125274040,Carnabike 2020,2020-02-23T08:45:27Z,Ride,32314.4,6861,8252,633.0,"[-22.159977, -43.290699]","[-22.159425, -43.290371]",garmin_push_4582411960
327,3110616808,Morning Ride,2020-02-18T08:21:06Z,Ride,46527.2,8231,9206,624.0,"[-22.159294, -43.290499]","[-22.15937, -43.290296]",garmin_push_4563909059
328,3107631509,Morning Ride,2020-02-17T08:37:24Z,Ride,37181.6,5474,6091,373.0,"[-22.159563, -43.290255]","[-22.159276, -43.290558]",garmin_push_4560080534
329,3099090694,Morning Ride,2020-02-14T10:13:32Z,Ride,32055.9,5135,5516,487.6,"[-22.163715, -43.291755]","[-22.159326, -43.290373]",garmin_push_4549326370
330,3062255469,Morning Ride,2020-02-01T07:56:48Z,Ride,51365.6,9326,11337,788.0,"[-22.159366, -43.290375]","[-22.159263, -43.290582]",garmin_push_4502168013
331,3041740689,Morning Ride,2020-01-25T07:40:57Z,Ride,39810.2,7274,8373,643.0,"[-22.159516, -43.290373]","[-22.159396, -43.290396]",garmin_push_4476229067
332,3001370924,Morning Ride,2020-01-11T07:53:23Z,Ride,46187.6,8072,8219,485.0,"[-22.159348, -43.29043]","[-22.159321, -43.290453]",garmin_push_4424880827
333,2970878106,Fechando 2019,2019-12-31T10:56:55Z,Ride,27258.6,5791,7231,524.0,"[-22.159462, -43.290254]","[-22.159316, -43.290435]",garmin_push_4385993407
334,2967567975,Morning Ride,2019-12-30T07:53:38Z,Ride,31616.9,5249,5539,445.0,"[-22.159372, -43.290387]","[-22.159017, -43.290582]",garmin_push_4381674997
335,2962744296,Morning Ride,2019-12-28T07:56:39Z,Ride,43638.1,9287,13400,604.0,"[-22.15938, -43.290414]","[-22.159356, -43.290457]",garmin_push_4375490958
336,2935027953,Lunch Ride,2019-12-15T11:44:47Z,Ride,23008.7,4197,4290,267.8,"[-22.15935, -43.290292]","[-22.118757, -43.202983]",garmin_push_4339872251
337,2932927337,Rolezim,2019-12-14T14:46:03Z,Ride,36451.5,6375,7201,363.7,"[-22.163962, -43.285522]","[-22.159473, -43.290247]",garmin_push_4337326976
338,2916888261,Pedra de Sucupira,2019-12-07T07:06:38Z,Ride,39795.3,6921,7765,599.7,"[-22.160379, -43.290828]","[-22.159389, -43.29038]",garmin_push_4316962045
339,2876949461,PDZ Ride,2019-11-19T14:47:21Z,Ride,57046.9,9295,9673,698.0,"[-22.160972, -43.291363]","[-22.159055, -43.290642]",garmin_push_4267006662
340,2874582605,PDZ - Macacos PS,2019-11-18T15:45:04Z,Ride,35386.8,6058,6307,603.0,"[-22.159764, -43.289949]","[-22.159364, -43.290399]",garmin_push_4264030848
341,2866564928,PDZ xmud,2019-11-15T09:04:27Z,Ride,32871.0,6214,9526,354.0,"[-22.159299, -43.290337]","[-22.154259, -43.289854]",garmin_push_4254166582
342,2855895666,2 Round,2019-11-10T15:16:15Z,Ride,29321.9,5167,5308,386.0,"[-22.118774, -43.203007]","[-22.159258, -43.290352]",garmin_push_4240653629
343,2855266806,1 Round,2019-11-10T11:57:41Z,Ride,22860.2,3504,3504,260.6,"[-22.158346, -43.290705]","[-22.118735, -43.202962]",garmin_push_4239898821
