,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,start_latlng,end_latlng,external_id
57,7564872213,Morning Ride,2022-07-23T09:51:12Z,Ride,26332.6,5346,5346,406.0,"[-22.158789234235883, -43.290678318589926]","[-22.159451572224498, -43.29039065167308]",garmin_push_9316861538
58,7484330578,Morning Workout,2022-07-17T10:41:25Z,Workout,2367.4,1878,3940,148.6,"[-22.165738586336374, -43.283689906820655]","[-22.165227457880974, -43.28368521295488]",garmin_push_9221742373
59,7409543447,Morning Ride,2022-07-03T09:21:26Z,Ride,25532.9,7939,12932,623.7,"[-22.159433886408806, -43.29025436192751]","[-22.15935937128961, -43.29039844684303]",garmin_push_9133994200
60,7377601543,Morning Ride,2022-06-25T09:20:48Z,Ride,23338.3,4732,5092,298.0,"[-22.159249149262905, -43.290472039952874]","[-22.159411842003465, -43.29028068110347]",garmin_push_9096968475
61,7340381811,Morning Ride,2022-06-18T09:20:10Z,Ride,20931.8,4607,11204,434.0,"[-22.15948392637074, -43.2902567088604]","[-22.159456266090274, -43.29039182513952]",garmin_push_9053651260
62,7340381721,Morning Ride,2022-06-16T09:01:22Z,Ride,21018.5,5012,11895,478.0,"[-22.15942240320146, -43.29041772522032]","[-22.159092156216502, -43.290633391588926]",garmin_push_9053651211
63,7340381715,Morning Ride,2022-06-04T08:50:36Z,Ride,21172.6,5483,9415,464.0,"[-22.159514436498284, -43.29027162864804]","[-22.15934570878744, -43.29036156646907]",garmin_push_9053651163
64,7097404134,Morning Ride,2022-05-06T07:37:12Z,Ride,25347.6,4301,4572,281.0,"[-22.15986798517406, -43.29030767083168]","[-22.159391306340694, -43.290412947535515]",garmin_push_8771381516
65,7057078424,Morning Ride - PDZ Hotel Fazenda Sta. Helena,2022-04-24T09:50:14Z,Ride,20288.8,5352,10526,942.0,"[-22.00703521259129, -43.30754044465721]","[-22.018460417166352, -43.3054287917912]",garmin_push_8724756198
66,7057078287,Morning Ride,2022-04-23T08:10:10Z,Ride,21131.9,4568,14470,476.0,"[-22.159382589161396, -43.2903671823442]","[-22.159379571676254, -43.2903862092644]",garmin_push_8724756150
67,7022697670,Morning Ride,2022-04-22T08:02:26Z,Ride,43677.6,8664,9143,618.8,"[-22.159422067925334, -43.29030582681298]","[-22.159196007996798, -43.29044387675822]",garmin_push_8685521348
68,7057078250,Morning Ride,2022-04-17T08:16:17Z,Ride,23642.5,5662,11938,653.0,"[-22.159469928592443, -43.290262911468744]","[-22.159412428736687, -43.29057496972382]",garmin_push_8724756080
69,6986238733,Morning Ride,2022-04-15T08:12:02Z,Ride,24896.6,6538,14922,490.2,"[-22.15934319421649, -43.290346479043365]","[-22.159356018528342, -43.29036139883101]",garmin_push_8643925922
70,6980276793,Morning Ride,2022-04-14T08:54:36Z,Ride,26273.3,4645,4696,303.0,"[-22.15995104983449, -43.290023524314165]","[-22.15935501269996, -43.29040087759495]",garmin_push_8637184395
71,6901688614,Morning Ride,2022-03-26T07:50:08Z,Ride,22411.4,5369,10470,631.0,"[-22.159423241391778, -43.290271796286106]","[-22.159358030185103, -43.2904414460063]",garmin_push_8546648185
72,6901688471,Morning Ride,2022-03-25T07:38:37Z,Ride,21083.4,4646,5682,445.0,"[-22.16005708090961, -43.290723664686084]","[-22.159407818689942, -43.29039056785405]",garmin_push_8546648067
73,6863823953,Morning Ride,2022-03-22T07:52:01Z,Ride,26094.3,4363,4689,321.0,"[-22.1598710026592, -43.28994054347277]","[-22.159074721857905, -43.290687538683414]",garmin_push_8503135455
74,6863823944,Morning Ride,2022-03-18T07:43:06Z,Ride,27306.8,4800,4998,371.0,"[-22.159171449020505, -43.290357291698456]","[-22.159368339926004, -43.29038176685572]",garmin_push_8503135363
75,6838416930,Morning Ride,2022-03-15T07:47:25Z,Ride,22519.6,4270,5187,272.0,"[-22.159346379339695, -43.29040305688977]","[-22.159392228350043, -43.29034681431949]",garmin_push_8474180735
76,6822235769,Morning Ride,2022-03-13T08:00:17Z,Ride,17603.3,4562,17826,566.0,"[-22.159380493685603, -43.29038042575121]","[-22.15935199521482, -43.290408588945866]",garmin_push_8455462075
77,6822235722,Morning Ride,2022-03-12T08:11:52Z,Ride,20818.8,4457,85658,558.0,"[-22.15948292054236, -43.29033323563635]","[-22.15949851088226, -43.29055502079427]",garmin_push_8455461996
78,6803422896,Morning Ride,2022-03-10T07:41:10Z,Ride,25401.5,4503,4587,286.0,"[-22.159923389554024, -43.290603971108794]","[-22.15944780036807, -43.29033499583602]",garmin_push_8433686658
79,6791757641,Morning Ride,2022-03-08T07:45:42Z,Ride,31713.1,5800,6123,360.0,"[-22.15945651754737, -43.29035259783268]","[-22.1593807451427, -43.290391406044364]",garmin_push_8420252267
80,6788795167,Morning Ride,2022-03-05T07:30:46Z,Ride,22711.2,5444,16242,511.0,"[-22.159681487828493, -43.29011019319296]","[-22.159363059327006, -43.290382521227]",garmin_push_8416924516
81,6771165083,Morning Ride,2022-03-04T07:27:21Z,Ride,25359.5,4586,4605,290.0,"[-22.15984602458775, -43.28992017544806]","[-22.159433215856552, -43.29033801332116]",garmin_push_8396782109
82,6768394968,Morning Ride,2022-03-02T09:35:20Z,Ride,21229.4,4905,11516,560.0,"[-22.159637231379747, -43.290026960894465]","[-22.159361466765404, -43.29035268165171]",garmin_push_8393638486
83,6768394928,Morning Ride,2022-02-27T07:56:56Z,Ride,27362.7,7255,14917,904.0,"[-22.160394117236137, -43.29063029028475]","[-22.15933045372367, -43.29039350152016]",garmin_push_8393638382
84,6735710110,Morning Ride,2022-02-25T07:35:53Z,Ride,23873.1,4585,5054,338.0,"[-22.159409411251545, -43.290323596447706]","[-22.159316707402468, -43.290560469031334]",garmin_push_8356327857
85,6715473985,Morning Ride,2022-02-20T08:28:11Z,Ride,22228.6,6651,13920,490.0,"[-22.15939206071198, -43.290455443784595]","[-22.159294495359063, -43.29038453288376]",garmin_push_8333224014
86,6715473905,Morning Ride,2022-02-19T08:16:31Z,Ride,21380.9,4872,16326,456.0,"[-22.15939004905522, -43.29031026922166]","[-22.159331878647208, -43.290415881201625]",garmin_push_8333223932
87,6691554398,Morning Ride,2022-02-16T07:36:44Z,Ride,33695.1,5786,5815,435.0,"[-22.160291355103254, -43.290888871997595]","[-22.15938719920814, -43.2903169747442]",garmin_push_8306180201
88,6682550979,Morning Ride,2022-02-12T07:41:24Z,Ride,23528.2,5771,17457,553.0,"[-22.159413853660226, -43.29010784626007]","[-22.15933975763619, -43.29037355259061]",garmin_push_8295914426
89,6682550888,Morning Ride,2022-02-04T08:12:35Z,Ride,23165.6,5241,8880,516.0,"[-22.16039420105517, -43.290592236444354]","[-22.159343864768744, -43.29033876769245]",garmin_push_8295914327
90,6614489180,Morning Ride,2022-02-01T07:36:33Z,Ride,30245.8,5042,6064,307.0,"[-22.15940865688026, -43.290357207879424]","[-22.158830473199487, -43.29029493033886]",garmin_push_8219058260
91,6614489184,Morning Ride,2022-01-20T08:56:47Z,Ride,26633.9,5036,5137,370.0,"[-22.159842839464545, -43.290276573970914]","[-22.159390803426504, -43.29039568081498]",garmin_push_8219058172
92,6537949170,Morning Ride,2022-01-15T07:53:38Z,Ride,21646.8,7023,18240,558.0,"[-22.159382672980428, -43.29034823924303]","[-22.1589385997504, -43.29034270718694]",garmin_push_8133743583
93,6477202315,Morning Ride,2022-01-05T08:32:15Z,Ride,25538.6,5983,8599,610.0,"[-22.159316036850214, -43.290292751044035]","[-22.159346044063568, -43.290393836796284]",garmin_push_8066143328
94,6439073741,Morning Ride,2021-12-28T08:58:04Z,Ride,27546.8,5247,5643,374.0,"[-22.15701545588672, -43.28195108100772]","[-22.159308828413486, -43.29038989730179]",garmin_push_8023053514
95,6439073720,Morning Ride - Big Line PDZ,2021-12-26T08:02:07Z,Ride,23883.3,5834,15116,590.0,"[-22.159407315775752, -43.290352430194616]","[-22.159349648281932, -43.290374893695116]",garmin_push_8023053440
96,6439073648,Morning Ride,2021-12-24T08:17:15Z,Ride,22081.5,4426,171855,505.0,"[-22.159441178664565, -43.29033977352083]","[-22.159412428736687, -43.29033306799829]",garmin_push_8023053375
97,6414775172,Morning Ride,2021-12-22T08:35:17Z,Ride,16702.7,4097,4379,292.0,"[-22.159390216693282, -43.290328457951546]","[-22.159071704372764, -43.290659710764885]",garmin_push_7995157868
98,6390666679,Morning Ride,2021-12-16T08:04:18Z,Ride,31179.1,4546,4580,326.0,"[-22.16005900874734, -43.29070773907006]","[-22.159389462321997, -43.29040456563234]",garmin_push_7968153964
99,6382549388,Morning Ride,2021-12-14T08:07:33Z,Ride,25463.4,4254,4648,302.0,"[-22.159785591065884, -43.29028177075088]","[-22.159346044063568, -43.29038059338927]",garmin_push_7958835712
100,6375241450,Morning Ride,2021-12-12T07:27:58Z,Ride,26173.4,7787,16266,596.7,"[-22.159366495907307, -43.290383610874414]","[-22.15932911261916, -43.29040632583201]",garmin_push_7950378274
101,6382549385,Morning Ride,2021-12-11T08:21:10Z,Ride,21444.6,4299,15233,477.0,"[-22.159954151138663, -43.2907157856971]","[-22.159367837011814, -43.29038981348276]",garmin_push_7958835643
102,6333961464,Morning Ride,2021-12-02T07:50:40Z,Ride,13355.8,4377,5172,443.0,"[-22.15947411954403, -43.290364583954215]","[-22.159341936931014, -43.29039911739528]",garmin_push_7903889159
103,6321209985,Morning Ride,2021-11-27T08:32:43Z,Ride,22703.3,4843,16370,579.0,"[-22.15938091278076, -43.29033893533051]","[-22.159333974123, -43.290383191779256]",garmin_push_7889532439
